,Au-coated beam chamber,Barrel silicon,Barrel muRwell,Forward/backward silicon,Forward/backward MPGD,mRICH AeroGel,Forward AC-LGAD,Dual RICH,Backward AC-LGAD,Barrel AC-LGAD,Backward EMCal,Inner det. spt./service,DIRC,BECal,Active BCal Support,SC Magnet,Barrel HCal,Backward Field Return,Forward EMCal,Forward LHCal
119,0.039705200000000176,0.0,0.0,0.0,0.00033676881028934375,0.0,0.0,0.0,0.005361742443729847,0.0,0.8526689061093239,0.0,0.0,0.0,0.0,0.0,0.0,3.2704970932475885,0.0,0.0
120,0.03950739999999986,0.0,0.0,0.0,0.001038173311897185,0.0,0.0,0.0,0.005380614790996767,0.0,0.8576359662379412,0.0,0.0,0.0,0.0,0.0,0.0,3.3255512475884252,0.0,0.0
121,0.03931060000000019,0.0,0.0,0.0,0.0014942954983922507,0.0,0.0,0.0,0.005416292282958139,0.0,0.8618676836012857,0.0,0.0,0.0,0.0,0.0,0.0,3.379221260450164,0.0,0.0
122,0.03911480000000009,0.0,0.0,0.0,0.0018309758842443777,0.0,0.0,0.0,0.005442974276527041,0.0,0.8651436935691316,0.0,0.0,0.0,0.0,0.0,0.0,3.4321999646302315,0.0,0.0
123,0.03891999999999975,0.0,0.0,0.0,0.0020464064308682098,0.0,0.0,0.0,0.0054965302250804815,0.0,0.8677940344051455,0.0,0.0,0.0,0.0,0.0,0.0,3.4839783215434013,0.0,0.0
124,0.0387260999999999,0.0,0.0,0.0,0.0020734000000003083,0.0,0.0,0.0,0.005597299356912923,0.0,0.869655589710609,0.0,0.0,0.0,0.0,0.0,0.0,3.533952032154346,0.0,0.0
125,0.03853319999999986,0.0,0.0,0.0,0.0020734000000003014,0.0,0.0,0.0,0.00569049839228257,0.0,0.870953190996782,0.0,0.0,0.0,0.0,0.0,0.0,3.5831643922829652,0.0,0.0
126,0.03834130000000021,0.0,0.0,0.0,0.0020733999999996977,0.0,0.0,0.0,0.005726803858521146,0.0,0.8701112871382617,0.0,0.0,0.0,0.0,0.0,0.0,3.6322720643086814,0.0,0.0
127,0.03815029999999989,0.0,0.0,0.0,0.0020734999999999226,0.0,0.0,0.0,0.005720156270096782,0.0,0.8671636160771706,0.0,0.0,0.0,0.0,0.0,0.0,3.6792952250803825,0.0,0.0
128,0.037960299999999954,0.0,0.0,0.0,0.002073499999999867,0.0,0.0,0.0,0.005735182315112684,0.0,0.8630074356913192,0.0,0.0,0.0,0.0,0.0,0.0,3.7255186623794243,0.0,0.0
129,0.03777119999999991,0.0,0.0,0.0,0.0020734999999999365,0.0,0.0,0.0,0.005714814790996739,0.0,0.8577294852090036,0.0,0.0,0.0,0.0,0.0,0.0,3.771863347266878,0.0,0.0
130,0.037582999999999825,0.0,0.0,0.0005743000000001316,0.0020735999999997867,0.0,0.0,0.0,0.005714971704180262,0.0,0.8538043180064303,0.0,0.0,0.0,0.0,0.0,0.0,3.8161647299035377,0.0,0.0
131,0.03739580000000007,0.0,0.0,0.0005744000000000651,0.002073599999999731,0.0,0.0,0.0,0.005716103215434344,0.0,0.8511701707395506,0.0,0.0,0.0,0.0,0.0,0.0,3.8610620160771685,0.0,0.0
